timestamp,elapsed_sec,ram_used_gb,ram_total_gb,vram_used_gb,vram_total_gb,disk_read_mb_s,disk_write_mb_s,cpu_pct
1768766629.25,0.0,9.49,16.0,0.0,0.0,0.0,0.0,0.0
1768766629.75,0.51,9.52,16.0,0.0,0.0,52.31,114.96,39.6
1768766630.26,1.01,9.55,16.0,0.0,0.0,71.31,68.09,46.5
1768766630.76,1.51,9.56,16.0,0.0,0.0,39.04,0.0,61.5
1768766631.3,2.06,9.49,16.0,0.0,0.0,6.05,0.0,96.4
1768766631.83,2.59,9.51,16.0,0.0,0.0,5.86,0.01,46.2
1768766632.34,3.09,9.49,16.0,0.0,0.0,2.25,0.01,25.5
1768766632.85,3.6,9.5,16.0,0.0,0.0,1.63,0.03,24.3
1768766633.35,4.1,9.54,16.0,0.0,0.0,2.76,1.38,33.5
1768766633.85,4.61,9.51,16.0,0.0,0.0,0.64,0.06,28.9
1768766634.36,5.11,9.5,16.0,0.0,0.0,1.79,1.55,25.2
1768766634.86,5.61,9.45,16.0,0.0,0.0,0.37,0.25,29.6
1768766635.37,6.12,9.45,16.0,0.0,0.0,0.83,0.03,25.0
1768766635.87,6.62,9.55,16.0,0.0,0.0,3.68,9.22,50.4
1768766636.37,7.13,9.54,16.0,0.0,0.0,3.07,0.16,36.4
1768766636.88,7.63,9.57,16.0,0.0,0.0,3.81,0.48,39.7
1768766637.38,8.14,9.59,16.0,0.0,0.0,0.78,0.02,27.9
1768766637.89,8.64,9.6,16.0,0.0,0.0,6.96,0.0,22.2
1768766638.39,9.14,9.54,16.0,0.0,0.0,0.65,0.0,26.7
1768766638.89,9.65,9.54,16.0,0.0,0.0,1.27,0.0,26.8
1768766639.4,10.15,9.56,16.0,0.0,0.0,5.0,0.0,35.1
1768766639.9,10.65,9.57,16.0,0.0,0.0,0.25,0.0,25.9
1768766640.4,11.16,9.6,16.0,0.0,0.0,22.0,0.06,33.7
1768766640.91,11.66,9.59,16.0,0.0,0.0,3.99,0.0,26.2
1768766641.41,12.17,9.57,16.0,0.0,0.0,52.93,0.55,30.7
1768766641.92,12.67,9.55,16.0,0.0,0.0,18.65,0.0,33.2
1768766642.42,13.17,9.53,16.0,0.0,0.0,12.66,0.05,26.1
1768766642.93,13.68,9.53,16.0,0.0,0.0,0.25,0.02,25.0
1768766643.43,14.18,9.49,16.0,0.0,0.0,1.19,0.0,24.1
1768766643.93,14.68,9.45,16.0,0.0,0.0,51.29,1.98,40.0
1768766644.43,15.19,9.43,16.0,0.0,0.0,2.48,0.0,30.8
1768766644.94,15.69,9.44,16.0,0.0,0.0,5.33,1.29,29.2
1768766645.44,16.19,9.45,16.0,0.0,0.0,3.41,0.07,29.2
1768766645.94,16.69,9.5,16.0,0.0,0.0,15.04,18.09,48.2
1768766646.45,17.2,9.49,16.0,0.0,0.0,15.76,0.1,48.8
1768766646.95,17.71,9.51,16.0,0.0,0.0,0.81,0.03,37.3
1768766647.45,18.21,9.42,16.0,0.0,0.0,3.16,0.01,27.0
1768766647.96,18.71,9.47,16.0,0.0,0.0,31.73,0.17,38.2
1768766648.46,19.21,9.49,16.0,0.0,0.0,0.25,0.0,22.7
1768766648.97,19.72,9.4,16.0,0.0,0.0,0.87,1.5,19.3
1768766649.47,20.22,9.41,16.0,0.0,0.0,0.72,0.01,23.3
1768766649.98,20.73,9.4,16.0,0.0,0.0,0.7,1.42,26.6
1768766650.48,21.23,9.38,16.0,0.0,0.0,0.37,0.0,22.4
1768766650.98,21.74,9.46,16.0,0.0,0.0,1.61,0.33,28.1
1768766651.49,22.24,9.46,16.0,0.0,0.0,0.36,0.0,26.5
1768766651.99,22.75,9.52,16.0,0.0,0.0,1.45,10.31,42.2
1768766652.5,23.25,9.52,16.0,0.0,0.0,2.88,0.03,29.9
1768766653.0,23.75,9.5,16.0,0.0,0.0,0.72,0.2,28.4
1768766653.51,24.26,9.46,16.0,0.0,0.0,1.51,0.0,26.9
1768766654.01,24.76,9.44,16.0,0.0,0.0,0.53,0.0,26.9
1768766654.52,25.27,9.46,16.0,0.0,0.0,0.56,0.0,33.9
1768766655.02,25.77,9.44,16.0,0.0,0.0,0.36,0.57,24.6
1768766655.52,26.28,9.44,16.0,0.0,0.0,0.95,0.0,27.1
1768766656.03,26.78,9.42,16.0,0.0,0.0,2.57,0.06,23.8
1768766656.53,27.29,9.44,16.0,0.0,0.0,7.99,0.0,29.7
1768766657.03,27.79,9.48,16.0,0.0,0.0,2.4,9.39,52.6
1768766657.54,28.29,9.45,16.0,0.0,0.0,1.07,0.02,36.1
1768766658.04,28.8,9.43,16.0,0.0,0.0,0.34,0.0,24.5
1768766658.55,29.3,9.36,16.0,0.0,0.0,0.67,0.0,23.9
1768766659.05,29.81,9.37,16.0,0.0,0.0,0.45,7.1,25.0
