timestamp,elapsed_sec,ram_used_gb,ram_total_gb,vram_used_gb,vram_total_gb,disk_read_mb_s,disk_write_mb_s,cpu_pct
1768777053.88,0.1,10.12,16.0,6.18,16.0,0.0,0.0,100.0
1768777055.24,1.46,10.09,16.0,6.18,16.0,0.0,0.0,100.0
1768777056.63,2.85,10.07,16.0,6.17,16.0,0.0,0.0,100.0
1768777058.12,4.34,9.94,16.0,6.17,16.0,0.0,0.0,100.0
1768777059.5,5.72,10.01,16.0,6.13,16.0,0.0,0.0,100.0
1768777060.9,7.12,9.91,16.0,6.13,16.0,0.0,0.0,100.0
1768777062.27,8.5,9.88,16.0,6.13,16.0,0.0,0.0,100.0
1768777063.64,9.87,9.87,16.0,6.13,16.0,0.0,0.0,100.0
1768777065.02,11.25,9.89,16.0,6.13,16.0,0.0,0.0,100.0
1768777066.42,12.64,9.89,16.0,6.18,16.0,0.0,0.0,100.0
1768777067.8,14.02,9.9,16.0,6.18,16.0,0.0,0.0,100.0
1768777069.2,15.42,10.01,16.0,6.18,16.0,0.0,0.0,100.0
1768777070.57,16.8,9.93,16.0,6.18,16.0,0.0,0.0,100.0
1768777071.95,18.17,9.88,16.0,6.18,16.0,0.0,0.0,100.0
1768777073.34,19.56,10.0,16.0,6.19,16.0,0.0,0.0,100.0
1768777074.72,20.94,9.94,16.0,6.2,16.0,0.0,0.0,100.0
1768777076.09,22.32,9.89,16.0,6.2,16.0,0.0,0.0,100.0
1768777077.48,23.7,9.92,16.0,6.2,16.0,0.0,0.0,100.0
1768777078.9,25.13,9.93,16.0,6.2,16.0,0.0,0.0,100.0
1768777080.31,26.53,9.94,16.0,6.2,16.0,0.0,0.0,100.0
1768777081.69,27.92,9.93,16.0,6.2,16.0,0.0,0.0,100.0
1768777083.12,29.34,9.94,16.0,6.2,16.0,0.0,0.0,100.0
1768777084.54,30.77,9.95,16.0,6.19,16.0,0.0,0.0,100.0
1768777085.95,32.18,9.96,16.0,6.19,16.0,0.0,0.0,100.0
1768777087.36,33.59,9.97,16.0,6.19,16.0,0.0,0.0,100.0
1768777088.78,35.0,9.97,16.0,6.19,16.0,0.0,0.0,100.0
1768777090.18,36.4,9.98,16.0,6.19,16.0,0.0,0.0,100.0
1768777091.61,37.83,9.96,16.0,6.19,16.0,0.0,0.0,100.0
1768777093.03,39.26,9.99,16.0,6.19,16.0,0.0,0.0,100.0
1768777094.44,40.67,9.93,16.0,6.15,16.0,0.0,0.0,100.0
1768777095.85,42.08,9.91,16.0,6.15,16.0,0.0,0.0,100.0
1768777097.36,43.58,9.88,16.0,6.14,16.0,0.0,0.0,100.0
1768777098.91,45.13,9.92,16.0,6.13,16.0,0.0,0.0,100.0
1768777100.44,46.66,9.89,16.0,6.19,16.0,0.0,0.0,100.0
1768777102.06,48.29,9.92,16.0,6.19,16.0,0.0,0.0,100.0
1768777103.73,49.95,9.88,16.0,6.19,16.0,0.0,0.0,100.0
1768777105.13,51.35,9.87,16.0,6.19,16.0,0.0,0.0,100.0
1768777106.53,52.75,9.88,16.0,6.19,16.0,0.0,0.0,100.0
1768777107.95,54.18,9.9,16.0,6.18,16.0,0.0,0.0,100.0
1768777109.36,55.59,9.89,16.0,6.18,16.0,0.0,0.0,100.0
1768777110.78,57.01,9.9,16.0,6.18,16.0,0.0,0.0,100.0
1768777112.36,58.59,9.9,16.0,6.18,16.0,0.0,0.0,100.0
1768777113.77,59.99,9.96,16.0,6.18,16.0,0.0,0.0,100.0
1768777115.3,61.52,9.9,16.0,6.18,16.0,0.0,0.0,100.0
1768777116.68,62.9,9.9,16.0,6.18,16.0,0.0,0.0,100.0
1768777118.12,64.34,9.95,16.0,6.19,16.0,0.0,0.0,100.0
1768777119.52,65.74,9.92,16.0,6.19,16.0,0.0,0.0,100.0
1768777120.91,67.13,10.03,16.0,6.14,16.0,0.0,0.0,100.0
