timestamp,elapsed_sec,ram_used_gb,ram_total_gb,vram_used_gb,vram_total_gb,disk_read_mb_s,disk_write_mb_s,cpu_pct
1768777524.7,0.1,8.16,16.0,5.85,16.0,0.0,0.0,30.4
1768777526.06,1.46,9.61,16.0,5.69,16.0,0.0,0.0,42.1
1768777527.59,2.99,9.64,16.0,6.11,16.0,0.0,0.0,100.0
1768777529.02,4.43,9.54,16.0,6.12,16.0,0.0,0.0,100.0
1768777530.39,5.8,9.58,16.0,6.12,16.0,0.0,0.0,100.0
1768777531.75,7.16,9.58,16.0,6.12,16.0,0.0,0.0,100.0
1768777533.13,8.54,9.63,16.0,6.12,16.0,0.0,0.0,100.0
1768777534.5,9.91,9.61,16.0,6.12,16.0,0.0,0.0,100.0
1768777535.87,11.28,9.65,16.0,6.12,16.0,0.0,0.0,100.0
1768777537.24,12.64,9.65,16.0,6.12,16.0,0.0,0.0,100.0
1768777538.64,14.05,9.55,16.0,6.13,16.0,0.0,0.0,99.8
1768777540.01,15.42,9.57,16.0,6.17,16.0,0.0,0.0,100.0
1768777541.37,16.78,9.56,16.0,6.17,16.0,0.0,0.0,100.0
1768777542.73,18.14,9.47,16.0,6.18,16.0,0.0,0.0,100.0
1768777544.12,19.53,9.5,16.0,6.17,16.0,0.0,0.0,100.0
1768777545.49,20.9,9.53,16.0,6.18,16.0,0.0,0.0,100.0
1768777546.87,22.27,9.51,16.0,6.18,16.0,0.0,0.0,100.0
1768777548.28,23.68,9.59,16.0,6.17,16.0,0.0,0.0,100.0
1768777549.66,25.06,9.49,16.0,6.16,16.0,0.0,0.0,100.0
1768777551.05,26.45,9.5,16.0,6.16,16.0,0.0,0.0,100.0
1768777552.42,27.83,9.46,16.0,6.17,16.0,0.0,0.0,100.0
1768777553.79,29.2,9.5,16.0,6.14,16.0,0.0,0.0,100.0
1768777555.21,30.61,9.52,16.0,6.13,16.0,0.0,0.0,100.0
1768777556.69,32.1,9.55,16.0,6.12,16.0,0.0,0.0,100.0
1768777558.13,33.54,9.51,16.0,6.13,16.0,0.0,0.0,100.0
1768777559.51,34.91,9.5,16.0,6.13,16.0,0.0,0.0,100.0
1768777560.91,36.31,9.5,16.0,6.13,16.0,0.0,0.0,100.0
1768777562.32,37.73,9.54,16.0,6.12,16.0,0.0,0.0,100.0
1768777563.78,39.19,9.51,16.0,6.12,16.0,0.0,0.0,100.0
1768777565.45,40.86,9.48,16.0,6.13,16.0,0.0,0.0,100.0
1768777566.93,42.34,9.52,16.0,6.12,16.0,0.0,0.0,100.0
1768777568.33,43.74,9.48,16.0,6.12,16.0,0.0,0.0,100.0
