timestamp,elapsed_sec,ram_used_gb,ram_total_gb,vram_used_gb,vram_total_gb,disk_read_mb_s,disk_write_mb_s,cpu_pct
1768852560.3,0.11,8.17,16.0,5.84,16.0,0.0,0.0,11.3
1768852560.86,0.66,8.98,16.0,5.85,16.0,0.0,0.0,14.4
1768852561.43,1.23,9.44,16.0,5.72,16.0,0.0,0.0,7.1
1768852562.04,1.85,9.31,16.0,5.71,16.0,0.0,0.0,32.0
1768852562.67,2.48,9.48,16.0,6.23,16.0,0.0,0.0,100.0
1768852563.27,3.08,9.52,16.0,6.23,16.0,0.0,0.0,100.0
1768852563.84,3.65,9.49,16.0,6.23,16.0,0.0,0.0,100.0
1768852564.42,4.23,9.41,16.0,6.23,16.0,0.0,0.0,100.0
1768852565.01,4.81,9.48,16.0,6.23,16.0,0.0,0.0,100.0
1768852565.56,5.37,9.42,16.0,6.24,16.0,0.0,0.0,100.0
1768852566.13,5.94,9.33,16.0,6.24,16.0,0.0,0.0,100.0
1768852566.7,6.51,9.31,16.0,6.24,16.0,0.0,0.0,100.0
1768852567.26,7.07,9.28,16.0,6.24,16.0,0.0,0.0,100.0
1768852567.83,7.64,9.26,16.0,6.24,16.0,0.0,0.0,100.0
1768852568.4,8.2,9.26,16.0,6.24,16.0,0.0,0.0,100.0
1768852568.96,8.76,9.24,16.0,6.24,16.0,0.0,0.0,100.0
1768852569.52,9.33,9.24,16.0,6.22,16.0,0.0,0.0,100.0
1768852570.14,9.95,9.25,16.0,6.22,16.0,0.0,0.0,100.0
1768852570.72,10.52,9.26,16.0,6.23,16.0,0.0,0.0,100.0
1768852571.28,11.09,9.26,16.0,6.23,16.0,0.0,0.0,100.0
1768852571.86,11.66,9.25,16.0,6.23,16.0,0.0,0.0,100.0
1768852572.42,12.23,9.25,16.0,6.23,16.0,0.0,0.0,100.0
1768852572.99,12.8,9.26,16.0,6.23,16.0,0.0,0.0,100.0
1768852573.56,13.36,9.27,16.0,6.23,16.0,0.0,0.0,100.0
1768852574.13,13.93,9.31,16.0,6.23,16.0,0.0,0.0,100.0
1768852574.69,14.5,9.28,16.0,6.23,16.0,0.0,0.0,100.0
1768852575.26,15.06,9.28,16.0,6.23,16.0,0.0,0.0,100.0
1768852575.82,15.63,9.29,16.0,6.23,16.0,0.0,0.0,100.0
1768852576.39,16.19,9.29,16.0,6.23,16.0,0.0,0.0,97.1
1768852576.96,16.77,9.25,16.0,6.23,16.0,0.0,0.0,100.0
1768852577.53,17.34,9.25,16.0,6.23,16.0,0.0,0.0,100.0
1768852578.11,17.91,9.27,16.0,6.2,16.0,0.0,0.0,100.0
1768852578.68,18.49,9.27,16.0,6.2,16.0,0.0,0.0,100.0
1768852579.26,19.06,9.27,16.0,6.2,16.0,0.0,0.0,100.0
1768852579.83,19.64,9.29,16.0,6.26,16.0,0.0,0.0,100.0
1768852580.41,20.21,9.33,16.0,6.26,16.0,0.0,0.0,100.0
1768852580.97,20.78,9.36,16.0,6.26,16.0,0.0,0.0,100.0
1768852581.54,21.34,9.31,16.0,6.26,16.0,0.0,0.0,100.0
1768852582.1,21.91,9.31,16.0,6.26,16.0,0.0,0.0,100.0
1768852582.67,22.48,9.31,16.0,6.26,16.0,0.0,0.0,100.0
1768852583.23,23.04,9.31,16.0,6.26,16.0,0.0,0.0,100.0
1768852583.83,23.64,9.3,16.0,6.26,16.0,0.0,0.0,100.0
1768852584.4,24.2,9.3,16.0,6.26,16.0,0.0,0.0,100.0
1768852584.97,24.77,9.3,16.0,6.26,16.0,0.0,0.0,100.0
1768852585.54,25.35,9.3,16.0,6.26,16.0,0.0,0.0,100.0
1768852586.14,25.95,9.37,16.0,6.26,16.0,0.0,0.0,100.0
1768852586.71,26.52,9.43,16.0,6.26,16.0,0.0,0.0,100.0
1768852587.29,27.1,9.37,16.0,6.26,16.0,0.0,0.0,100.0
1768852587.86,27.67,9.35,16.0,6.26,16.0,0.0,0.0,100.0
1768852588.46,28.27,9.3,16.0,6.26,16.0,0.0,0.0,100.0
1768852589.08,28.88,9.45,16.0,6.24,16.0,0.0,0.0,100.0
1768852589.67,29.48,9.47,16.0,6.24,16.0,0.0,0.0,100.0
1768852590.38,30.18,9.38,16.0,6.24,16.0,0.0,0.0,100.0
1768852591.06,30.87,9.4,16.0,6.24,16.0,0.0,0.0,100.0
1768852591.64,31.45,9.39,16.0,6.24,16.0,0.0,0.0,100.0
1768852592.22,32.03,9.41,16.0,6.24,16.0,0.0,0.0,100.0
1768852592.79,32.6,9.32,16.0,6.24,16.0,0.0,0.0,100.0
1768852593.39,33.19,9.32,16.0,6.24,16.0,0.0,0.0,100.0
1768852593.96,33.77,9.33,16.0,6.24,16.0,0.0,0.0,100.0
1768852594.55,34.35,9.34,16.0,6.24,16.0,0.0,0.0,100.0
1768852595.16,34.97,9.34,16.0,6.24,16.0,0.0,0.0,100.0
1768852595.74,35.55,9.33,16.0,6.24,16.0,0.0,0.0,100.0
1768852596.33,36.14,9.34,16.0,6.24,16.0,0.0,0.0,100.0
1768852596.92,36.73,9.34,16.0,6.25,16.0,0.0,0.0,100.0
1768852597.53,37.33,9.36,16.0,6.25,16.0,0.0,0.0,33.6
