timestamp,elapsed_sec,ram_used_gb,ram_total_gb,vram_used_gb,vram_total_gb,disk_read_mb_s,disk_write_mb_s,cpu_pct
1768851140.25,0.1,9.7,16.0,6.21,16.0,0.0,0.0,100.0
1768851140.8,0.65,9.78,16.0,6.21,16.0,0.0,0.0,100.0
1768851141.37,1.22,9.74,16.0,6.21,16.0,0.0,0.0,100.0
1768851141.93,1.78,9.71,16.0,6.21,16.0,0.0,0.0,100.0
1768851142.5,2.35,9.75,16.0,6.21,16.0,0.0,0.0,100.0
1768851143.06,2.91,9.77,16.0,6.21,16.0,0.0,0.0,100.0
1768851143.63,3.48,9.88,16.0,6.21,16.0,0.0,0.0,100.0
1768851144.2,4.05,9.81,16.0,6.21,16.0,0.0,0.0,100.0
1768851144.77,4.62,9.77,16.0,6.21,16.0,0.0,0.0,100.0
1768851145.34,5.19,9.62,16.0,6.21,16.0,0.0,0.0,100.0
1768851145.93,5.78,9.74,16.0,6.21,16.0,0.0,0.0,100.0
1768851146.5,6.35,9.74,16.0,6.21,16.0,0.0,0.0,100.0
1768851147.08,6.93,9.66,16.0,6.21,16.0,0.0,0.0,100.0
1768851147.65,7.5,9.66,16.0,6.21,16.0,0.0,0.0,100.0
1768851148.22,8.07,9.61,16.0,6.21,16.0,0.0,0.0,100.0
1768851148.8,8.65,9.63,16.0,6.21,16.0,0.0,0.0,100.0
1768851149.38,9.23,9.62,16.0,6.21,16.0,0.0,0.0,100.0
1768851149.95,9.8,9.64,16.0,6.21,16.0,0.0,0.0,100.0
1768851150.52,10.37,9.62,16.0,6.21,16.0,0.0,0.0,100.0
1768851151.1,10.95,9.58,16.0,6.21,16.0,0.0,0.0,100.0
1768851151.67,11.52,9.6,16.0,6.21,16.0,0.0,0.0,100.0
1768851152.25,12.1,9.6,16.0,6.21,16.0,0.0,0.0,100.0
1768851152.83,12.68,9.61,16.0,6.21,16.0,0.0,0.0,100.0
1768851153.41,13.26,9.61,16.0,6.21,16.0,0.0,0.0,100.0
1768851153.99,13.84,9.62,16.0,6.21,16.0,0.0,0.0,100.0
1768851154.56,14.41,9.63,16.0,6.21,16.0,0.0,0.0,100.0
1768851155.14,14.99,9.64,16.0,6.21,16.0,0.0,0.0,100.0
1768851155.72,15.57,9.63,16.0,6.21,16.0,0.0,0.0,100.0
1768851156.3,16.15,9.62,16.0,6.21,16.0,0.0,0.0,100.0
1768851156.89,16.74,9.64,16.0,6.21,16.0,0.0,0.0,100.0
1768851157.47,17.32,9.63,16.0,6.21,16.0,0.0,0.0,100.0
1768851158.05,17.9,9.66,16.0,6.22,16.0,0.0,0.0,100.0
1768851158.63,18.48,9.64,16.0,6.22,16.0,0.0,0.0,100.0
1768851159.21,19.06,9.64,16.0,6.25,16.0,0.0,0.0,100.0
1768851159.78,19.63,9.63,16.0,6.25,16.0,0.0,0.0,100.0
1768851160.35,20.2,9.66,16.0,6.25,16.0,0.0,0.0,100.0
1768851160.92,20.77,9.68,16.0,6.25,16.0,0.0,0.0,100.0
1768851161.49,21.34,9.68,16.0,6.25,16.0,0.0,0.0,100.0
1768851162.06,21.91,9.65,16.0,6.25,16.0,0.0,0.0,100.0
1768851162.64,22.49,9.66,16.0,6.25,16.0,0.0,0.0,100.0
1768851163.22,23.07,9.66,16.0,6.25,16.0,0.0,0.0,100.0
1768851163.8,23.65,9.65,16.0,6.25,16.0,0.0,0.0,100.0
1768851164.41,24.26,9.66,16.0,6.25,16.0,0.0,0.0,100.0
1768851165.01,24.86,9.66,16.0,6.25,16.0,0.0,0.0,100.0
1768851165.59,25.44,9.69,16.0,6.25,16.0,0.0,0.0,100.0
1768851166.16,26.01,9.7,16.0,6.25,16.0,0.0,0.0,100.0
1768851166.77,26.62,9.97,16.0,6.15,16.0,0.0,0.0,100.0
1768851167.48,27.33,10.33,16.0,6.17,16.0,0.0,0.0,100.0
1768851168.1,27.95,9.88,16.0,6.17,16.0,0.0,0.0,100.0
1768851168.7,28.55,9.6,16.0,6.17,16.0,0.0,0.0,100.0
1768851169.28,29.13,9.59,16.0,6.17,16.0,0.0,0.0,100.0
1768851169.88,29.73,9.6,16.0,6.15,16.0,0.0,0.0,100.0
1768851170.53,30.38,9.57,16.0,6.14,16.0,0.0,0.0,100.0
1768851171.15,31.0,9.57,16.0,6.14,16.0,0.0,0.0,100.0
1768851171.78,31.63,9.55,16.0,6.14,16.0,0.0,0.0,100.0
1768851172.44,32.29,9.59,16.0,6.14,16.0,0.0,0.0,100.0
1768851173.06,32.91,9.02,16.0,6.14,16.0,0.0,0.0,100.0
1768851173.68,33.53,9.05,16.0,6.14,16.0,0.0,0.0,100.0
1768851174.27,34.12,9.0,16.0,6.14,16.0,0.0,0.0,100.0
1768851174.9,34.75,9.26,16.0,6.14,16.0,0.0,0.0,99.8
1768851175.49,35.34,9.25,16.0,6.14,16.0,0.0,0.0,100.0
1768851176.1,35.95,9.37,16.0,6.14,16.0,0.0,0.0,100.0
1768851176.71,36.56,9.38,16.0,6.14,16.0,0.0,0.0,0.0
1768851177.1,36.95,9.35,16.0,6.14,16.0,0.0,0.0,100.0
1768851177.68,37.53,9.29,16.0,6.14,16.0,0.0,0.0,100.0
