timestamp,elapsed_sec,ram_used_gb,ram_total_gb,vram_used_gb,vram_total_gb,disk_read_mb_s,disk_write_mb_s,cpu_pct
1768807234.05,0.1,8.1,16.0,5.83,16.0,0.0,0.0,11.7
1768807235.4,1.46,8.71,16.0,5.69,16.0,0.0,0.0,0.0
1768807236.79,2.84,9.08,16.0,5.92,16.0,0.0,0.0,0.0
1768807238.25,4.31,9.08,16.0,6.18,16.0,0.0,0.0,100.0
1768807239.63,5.68,9.08,16.0,6.18,16.0,0.0,0.0,100.0
1768807240.99,7.05,9.04,16.0,6.1,16.0,0.0,0.0,100.0
1768807242.6,8.66,9.1,16.0,6.11,16.0,0.0,0.0,100.0
1768807244.14,10.19,9.26,16.0,6.15,16.0,0.0,0.0,100.0
1768807245.52,11.58,9.19,16.0,6.15,16.0,0.0,0.0,23.9
1768807246.89,12.95,9.23,16.0,6.15,16.0,0.0,0.0,100.0
1768807248.28,14.34,9.37,16.0,6.17,16.0,0.0,0.0,100.0
1768807249.68,15.74,9.44,16.0,6.16,16.0,0.0,0.0,100.0
1768807251.06,17.11,9.4,16.0,6.16,16.0,0.0,0.0,100.0
1768807252.44,18.5,9.57,16.0,6.16,16.0,0.0,0.0,100.0
1768807253.81,19.87,9.45,16.0,6.16,16.0,0.0,0.0,100.0
1768807255.18,21.24,9.47,16.0,6.18,16.0,0.0,0.0,100.0
1768807256.56,22.61,9.39,16.0,6.18,16.0,0.0,0.0,100.0
1768807257.96,24.02,9.51,16.0,6.18,16.0,0.0,0.0,100.0
1768807259.34,25.39,9.45,16.0,6.18,16.0,0.0,0.0,100.0
