timestamp,elapsed_sec,ram_used_gb,ram_total_gb,vram_used_gb,vram_total_gb,disk_read_mb_s,disk_write_mb_s,cpu_pct
1768766926.99,0.0,9.26,16.0,0.0,0.0,0.0,0.0,27.5
1768766928.0,1.0,9.45,16.0,0.0,0.0,0.16,1.41,20.9
1768766929.0,2.01,9.41,16.0,0.0,0.0,3.37,4.11,20.4
1768766930.01,3.01,9.42,16.0,0.0,0.0,13.64,0.03,13.2
1768766931.01,4.02,9.4,16.0,0.0,0.0,0.16,0.0,11.5
1768766932.02,5.02,9.41,16.0,0.0,0.0,1.42,0.0,16.8
1768766933.02,6.03,9.71,16.0,0.0,0.0,87.84,234.84,37.3
1768766934.03,7.03,9.71,16.0,0.0,0.0,53.32,97.54,44.9
1768766935.04,8.05,9.67,16.0,0.0,0.0,20.14,0.05,43.4
1768766936.05,9.06,9.65,16.0,0.0,0.0,70.17,0.33,49.3
1768766937.06,10.06,9.61,16.0,0.0,0.0,8.2,2.5,47.0
1768766938.21,11.22,9.56,16.0,0.0,0.0,11.94,11.09,61.6
1768766939.29,12.3,9.57,16.0,0.0,0.0,3.55,0.02,42.2
1768766940.3,13.31,9.59,16.0,0.0,0.0,42.8,0.05,45.8
1768766941.31,14.31,9.56,16.0,0.0,0.0,28.45,0.47,57.0
1768766942.35,15.35,9.51,16.0,0.0,0.0,51.21,0.94,54.5
1768766943.37,16.37,9.59,16.0,0.0,0.0,1.13,0.67,59.0
1768766944.4,17.4,9.58,16.0,0.0,0.0,9.57,0.45,64.5
1768766945.49,18.5,9.55,16.0,0.0,0.0,8.66,2.83,52.8
1768766946.5,19.51,9.53,16.0,0.0,0.0,2.05,0.09,61.1
1768766947.53,20.53,9.44,16.0,0.0,0.0,10.52,0.04,35.3
1768766948.53,21.53,9.46,16.0,0.0,0.0,0.93,1.27,36.3
1768766949.53,22.54,9.52,16.0,0.0,0.0,0.6,0.21,42.7
1768766950.54,23.54,9.48,16.0,0.0,0.0,1.28,1.4,23.2
1768766951.54,24.55,9.48,16.0,0.0,0.0,0.02,0.0,22.3
1768766952.54,25.55,9.52,16.0,0.0,0.0,1.17,0.18,17.7
1768766953.55,26.56,9.57,16.0,0.0,0.0,5.61,0.03,31.9
1768766954.56,27.56,9.75,16.0,0.0,0.0,3.16,199.5,26.4
1768766955.56,28.57,9.5,16.0,0.0,0.0,1.15,0.12,13.7
1768766956.57,29.57,9.53,16.0,0.0,0.0,0.3,0.01,11.6
1768766957.57,30.58,9.54,16.0,0.0,0.0,2.36,1.03,13.4
1768766958.58,31.58,9.59,16.0,0.0,0.0,0.43,0.4,13.7
1768766959.58,32.59,9.62,16.0,0.0,0.0,1.0,4.98,17.6
1768766960.59,33.59,9.77,16.0,0.0,0.0,5.54,5.08,18.7
1768766961.59,34.6,9.76,16.0,0.0,0.0,0.99,2.59,21.7
1768766962.59,35.6,9.68,16.0,0.0,0.0,2.03,1.14,18.6
1768766963.6,36.6,9.61,16.0,0.0,0.0,0.04,0.0,10.9
1768766964.6,37.61,9.59,16.0,0.0,0.0,1.77,0.91,10.7
1768766965.6,38.61,9.55,16.0,0.0,0.0,0.9,0.19,8.5
1768766966.61,39.61,9.49,16.0,0.0,0.0,0.1,0.0,7.2
1768766967.61,40.62,9.46,16.0,0.0,0.0,0.12,0.01,7.6
1768766968.61,41.62,9.5,16.0,0.0,0.0,0.02,0.0,7.6
1768766969.62,42.62,9.55,16.0,0.0,0.0,0.07,0.08,10.1
1768766970.62,43.63,9.57,16.0,0.0,0.0,0.58,1.28,7.1
1768766971.63,44.63,9.52,16.0,0.0,0.0,0.35,0.0,7.3
1768766972.63,45.64,9.52,16.0,0.0,0.0,0.12,0.0,7.5
1768766973.64,46.64,9.53,16.0,0.0,0.0,0.18,0.01,7.8
1768766974.64,47.65,9.59,16.0,0.0,0.0,0.76,0.3,9.1
1768766975.64,48.65,9.59,16.0,0.0,0.0,1.36,0.0,7.6
1768766976.65,49.65,9.57,16.0,0.0,0.0,0.22,0.2,7.2
1768766977.65,50.66,9.64,16.0,0.0,0.0,1.2,0.3,12.0
1768766978.66,51.66,9.62,16.0,0.0,0.0,0.11,0.75,11.8
1768766979.66,52.67,9.63,16.0,0.0,0.0,0.0,0.0,6.6
1768766980.66,53.67,9.67,16.0,0.0,0.0,0.28,0.08,6.7
1768766981.67,54.67,9.66,16.0,0.0,0.0,2.65,0.07,8.2
1768766982.67,55.68,9.65,16.0,0.0,0.0,0.02,0.0,8.0
1768766983.67,56.68,9.66,16.0,0.0,0.0,0.48,0.0,7.5
1768766984.68,57.68,9.69,16.0,0.0,0.0,0.34,0.12,8.5
1768766985.68,58.68,9.69,16.0,0.0,0.0,0.22,0.78,9.1
1768766986.68,59.69,9.61,16.0,0.0,0.0,0.6,0.0,17.3
1768766987.69,60.69,9.65,16.0,0.0,0.0,0.01,0.0,10.3
1768766988.69,61.7,9.68,16.0,0.0,0.0,0.15,0.74,9.4
1768766989.69,62.7,9.72,16.0,0.0,0.0,0.23,2.84,13.0
1768766990.7,63.7,9.71,16.0,0.0,0.0,0.26,0.0,11.4
1768766991.7,64.71,9.69,16.0,0.0,0.0,0.31,0.0,15.1
1768766992.71,65.71,9.71,16.0,0.0,0.0,1.37,0.07,11.5
1768766993.71,66.72,9.71,16.0,0.0,0.0,0.08,0.0,11.7
1768766994.72,67.72,9.7,16.0,0.0,0.0,0.13,0.16,11.2
1768766995.72,68.72,9.72,16.0,0.0,0.0,0.15,0.0,10.7
1768766996.72,69.73,9.72,16.0,0.0,0.0,0.07,0.08,12.3
1768766997.72,70.73,9.62,16.0,0.0,0.0,0.09,0.08,10.1
1768766998.73,71.73,9.63,16.0,0.0,0.0,0.08,0.0,8.9
1768766999.73,72.74,9.65,16.0,0.0,0.0,1.82,0.07,10.7
1768767000.74,73.74,9.72,16.0,0.0,0.0,0.85,0.42,12.6
1768767001.74,74.75,9.75,16.0,0.0,0.0,2.38,0.06,17.2
1768767002.75,75.75,9.69,16.0,0.0,0.0,0.37,0.89,14.6
1768767003.75,76.76,9.63,16.0,0.0,0.0,2.48,0.18,12.8
1768767004.76,77.77,9.61,16.0,0.0,0.0,0.16,0.05,17.2
1768767005.76,78.77,9.7,16.0,0.0,0.0,12.78,0.03,19.1
1768767006.77,79.77,9.7,16.0,0.0,0.0,9.55,0.59,20.6
1768767007.77,80.78,9.68,16.0,0.0,0.0,1.52,0.4,17.3
1768767008.77,81.78,9.68,16.0,0.0,0.0,28.48,2.03,46.9
1768767009.77,82.78,9.65,16.0,0.0,0.0,18.12,4.53,47.4
1768767010.79,83.79,9.69,16.0,0.0,0.0,3.17,0.67,35.1
1768767011.79,84.8,9.65,16.0,0.0,0.0,2.46,2.14,27.8
1768767012.79,85.8,9.63,16.0,0.0,0.0,4.36,0.29,12.8
1768767013.8,86.8,9.62,16.0,0.0,0.0,2.7,1.11,19.1
1768767014.8,87.81,9.55,16.0,0.0,0.0,0.25,0.32,15.0
1768767015.8,88.81,9.66,16.0,0.0,0.0,0.28,1.5,17.1
1768767016.81,89.82,9.66,16.0,0.0,0.0,2.13,0.08,15.4
1768767017.81,90.82,9.55,16.0,0.0,0.0,1.32,0.13,11.9
1768767018.82,91.83,9.59,16.0,0.0,0.0,29.65,5.09,16.1
1768767019.82,92.83,9.55,16.0,0.0,0.0,1.19,1.09,13.4
1768767020.83,93.83,9.56,16.0,0.0,0.0,0.16,0.0,9.5
1768767021.83,94.84,9.5,16.0,0.0,0.0,0.19,0.63,12.3
1768767022.83,95.84,9.52,16.0,0.0,0.0,4.55,0.02,15.0
1768767023.84,96.84,9.52,16.0,0.0,0.0,5.05,0.71,10.3
1768767024.84,97.85,9.51,16.0,0.0,0.0,0.33,0.59,9.6
1768767025.84,98.85,9.57,16.0,0.0,0.0,0.54,0.04,7.8
1768767026.85,99.85,9.54,16.0,0.0,0.0,0.1,0.14,10.5
1768767027.85,100.85,9.54,16.0,0.0,0.0,0.4,0.01,7.4
1768767028.85,101.86,9.54,16.0,0.0,0.0,0.57,0.0,18.0
1768767029.86,102.86,9.59,16.0,0.0,0.0,0.5,0.31,15.9
1768767030.86,103.87,9.59,16.0,0.0,0.0,0.26,0.16,14.5
1768767031.87,104.87,9.61,16.0,0.0,0.0,1.25,0.94,18.1
1768767032.87,105.88,9.54,16.0,0.0,0.0,0.5,0.0,10.1
1768767033.87,106.88,9.5,16.0,0.0,0.0,0.29,0.98,10.2
1768767034.88,107.89,9.53,16.0,0.0,0.0,0.26,0.98,10.4
1768767035.89,108.89,9.54,16.0,0.0,0.0,0.25,0.04,13.7
1768767036.89,109.9,9.56,16.0,0.0,0.0,0.7,7.46,24.1
1768767037.9,110.9,9.63,16.0,0.0,0.0,0.84,0.18,17.5
1768767038.9,111.91,9.48,16.0,0.0,0.0,0.6,0.45,7.2
1768767039.91,112.91,9.55,16.0,0.0,0.0,0.03,0.16,7.9
1768767040.91,113.92,9.57,16.0,0.0,0.0,0.04,0.3,7.1
1768767041.91,114.92,9.63,16.0,0.0,0.0,0.24,0.09,7.9
1768767042.92,115.93,9.61,16.0,0.0,0.0,0.3,0.0,6.8
1768767043.93,116.93,9.67,16.0,0.0,0.0,0.6,4.97,20.5
1768767044.93,117.94,9.58,16.0,0.0,0.0,0.56,0.03,10.2
1768767045.94,118.94,9.6,16.0,0.0,0.0,0.22,0.0,12.5
1768767046.94,119.94,9.58,16.0,0.0,0.0,1.46,0.0,10.5
1768767047.94,120.95,9.6,16.0,0.0,0.0,0.0,0.0,10.0
1768767048.95,121.95,9.54,16.0,0.0,0.0,0.12,4.47,10.6
1768767049.95,122.96,9.63,16.0,0.0,0.0,24.63,0.92,12.3
1768767050.96,123.97,9.64,16.0,0.0,0.0,0.4,0.0,15.6
1768767051.96,124.97,9.66,16.0,0.0,0.0,0.57,0.02,18.0
1768767052.96,125.97,9.65,16.0,0.0,0.0,0.14,0.0,9.7
1768767053.97,126.98,9.67,16.0,0.0,0.0,1.2,0.02,10.2
1768767054.97,127.98,9.65,16.0,0.0,0.0,0.39,0.03,10.0
1768767055.97,128.98,9.7,16.0,0.0,0.0,0.13,0.54,14.2
1768767056.98,129.99,9.62,16.0,0.0,0.0,0.13,0.0,10.2
1768767057.98,130.99,9.63,16.0,0.0,0.0,0.0,0.0,9.4
1768767058.99,132.0,9.63,16.0,0.0,0.0,0.06,0.0,9.6
1768767059.99,133.0,9.7,16.0,0.0,0.0,0.08,0.16,9.9
1768767061.0,134.01,9.69,16.0,0.0,0.0,0.56,0.2,10.6
1768767062.0,135.01,9.65,16.0,0.0,0.0,0.25,0.0,6.6
1768767063.01,136.01,9.62,16.0,0.0,0.0,0.32,0.0,6.9
1768767064.01,137.02,9.65,16.0,0.0,0.0,0.74,0.24,7.0
1768767065.02,138.02,9.64,16.0,0.0,0.0,0.0,0.0,6.6
1768767066.02,139.03,9.65,16.0,0.0,0.0,0.07,1.29,7.3
1768767067.02,140.03,9.58,16.0,0.0,0.0,0.44,0.0,6.6
1768767068.03,141.03,9.61,16.0,0.0,0.0,0.11,0.0,7.0
1768767069.03,142.04,9.62,16.0,0.0,0.0,0.0,0.0,6.5
1768767070.04,143.04,9.65,16.0,0.0,0.0,0.28,0.24,12.0
1768767071.04,144.04,9.61,16.0,0.0,0.0,1.19,0.0,20.2
1768767072.04,145.05,9.58,16.0,0.0,0.0,0.38,0.0,13.8
1768767073.05,146.05,9.58,16.0,0.0,0.0,0.0,0.0,13.8
1768767074.05,147.06,9.64,16.0,0.0,0.0,1.09,0.01,15.0
1768767075.05,148.06,9.64,16.0,0.0,0.0,0.03,0.05,7.6
1768767076.06,149.06,9.66,16.0,0.0,0.0,0.42,0.0,7.1
1768767077.06,150.07,9.62,16.0,0.0,0.0,0.25,0.26,7.5
1768767078.06,151.07,9.61,16.0,0.0,0.0,0.07,0.52,6.2
1768767079.07,152.07,9.62,16.0,0.0,0.0,0.16,2.6,8.9
1768767080.07,153.08,9.65,16.0,0.0,0.0,0.02,0.0,6.8
1768767081.07,154.08,9.61,16.0,0.0,0.0,0.08,0.0,6.6
1768767082.08,155.08,9.62,16.0,0.0,0.0,0.31,0.0,8.8
1768767083.08,156.09,9.61,16.0,0.0,0.0,0.02,0.0,7.1
1768767084.09,157.09,9.64,16.0,0.0,0.0,0.3,0.02,7.6
1768767085.09,158.1,9.63,16.0,0.0,0.0,0.97,0.98,8.8
1768767086.09,159.1,9.64,16.0,0.0,0.0,0.09,0.0,9.7
1768767087.1,160.1,9.62,16.0,0.0,0.0,0.0,0.17,7.0
1768767088.1,161.11,9.6,16.0,0.0,0.0,0.24,0.0,6.9
1768767089.11,162.11,9.61,16.0,0.0,0.0,6.2,0.0,6.9
1768767090.11,163.12,9.64,16.0,0.0,0.0,0.12,0.0,6.4
1768767091.12,164.12,9.63,16.0,0.0,0.0,0.02,0.31,6.7
1768767092.12,165.13,9.64,16.0,0.0,0.0,0.33,0.0,7.2
1768767093.12,166.13,9.65,16.0,0.0,0.0,0.33,0.62,15.8
1768767094.13,167.13,9.67,16.0,0.0,0.0,0.35,0.13,15.9
1768767095.13,168.14,9.63,16.0,0.0,0.0,0.98,0.36,15.0
1768767096.13,169.14,9.64,16.0,0.0,0.0,0.4,0.0,12.9
