timestamp,elapsed_sec,ram_used_gb,ram_total_gb,vram_used_gb,vram_total_gb,disk_read_mb_s,disk_write_mb_s,cpu_pct
1768777714.67,0.1,9.39,16.0,6.15,16.0,0.0,0.0,100.0
1768777716.04,1.47,9.42,16.0,6.16,16.0,0.0,0.0,100.0
1768777717.42,2.85,9.55,16.0,6.15,16.0,0.0,0.0,100.0
1768777718.8,4.23,9.63,16.0,6.1,16.0,0.0,0.0,100.0
1768777720.22,5.65,9.53,16.0,6.12,16.0,0.0,0.0,98.3
1768777721.62,7.05,9.6,16.0,6.11,16.0,0.0,0.0,100.0
1768777723.0,8.42,9.65,16.0,6.1,16.0,0.0,0.0,100.0
1768777724.36,9.79,9.54,16.0,6.11,16.0,0.0,0.0,100.0
1768777725.8,11.23,9.4,16.0,6.11,16.0,0.0,0.0,100.0
1768777727.16,12.59,9.42,16.0,6.16,16.0,0.0,0.0,100.0
1768777728.53,13.96,9.43,16.0,6.16,16.0,0.0,0.0,100.0
1768777729.89,15.32,9.42,16.0,6.17,16.0,0.0,0.0,100.0
1768777731.27,16.7,9.43,16.0,6.17,16.0,0.0,0.0,100.0
1768777732.63,18.06,9.49,16.0,6.17,16.0,0.0,0.0,100.0
1768777734.01,19.43,9.48,16.0,6.17,16.0,0.0,0.0,100.0
1768777735.37,20.8,9.33,16.0,6.17,16.0,0.0,0.0,100.0
1768777736.77,22.2,9.38,16.0,6.17,16.0,0.0,0.0,100.0
1768777738.14,23.57,9.43,16.0,6.17,16.0,0.0,0.0,100.0
1768777739.5,24.93,9.42,16.0,6.17,16.0,0.0,0.0,100.0
1768777740.87,26.3,9.53,16.0,6.17,16.0,0.0,0.0,100.0
1768777742.4,27.83,9.47,16.0,6.17,16.0,0.0,0.0,100.0
1768777743.76,29.19,9.53,16.0,6.17,16.0,0.0,0.0,100.0
1768777745.16,30.59,9.47,16.0,6.17,16.0,0.0,0.0,100.0
1768777746.59,32.02,9.48,16.0,6.17,16.0,0.0,0.0,100.0
1768777747.98,33.41,9.53,16.0,6.17,16.0,0.0,0.0,100.0
1768777749.58,35.01,9.43,16.0,6.17,16.0,0.0,0.0,100.0
1768777750.97,36.4,9.43,16.0,6.17,16.0,0.0,0.0,100.0
1768777752.42,37.85,9.44,16.0,6.17,16.0,0.0,0.0,100.0
1768777753.81,39.24,9.44,16.0,6.17,16.0,0.0,0.0,100.0
1768777755.2,40.63,9.45,16.0,6.17,16.0,0.0,0.0,100.0
1768777756.87,42.3,9.47,16.0,6.18,16.0,0.0,0.0,100.0
1768777758.27,43.7,9.43,16.0,6.18,16.0,0.0,0.0,100.0
1768777759.67,45.1,9.4,16.0,6.18,16.0,0.0,0.0,100.0
1768777761.06,46.49,9.45,16.0,6.18,16.0,0.0,0.0,100.0
1768777762.45,47.88,9.4,16.0,6.18,16.0,0.0,0.0,100.0
1768777764.12,49.55,9.41,16.0,6.18,16.0,0.0,0.0,100.0
1768777765.5,50.93,9.43,16.0,6.18,16.0,0.0,0.0,100.0
1768777766.91,52.34,9.42,16.0,6.18,16.0,0.0,0.0,100.0
1768777768.3,53.73,9.42,16.0,6.18,16.0,0.0,0.0,100.0
1768777769.68,55.11,9.5,16.0,6.18,16.0,0.0,0.0,100.0
1768777771.12,56.55,9.46,16.0,6.18,16.0,0.0,0.0,99.8
1768777772.54,57.96,9.47,16.0,6.17,16.0,0.0,0.0,100.0
1768777774.07,59.5,9.68,16.0,6.11,16.0,0.0,0.0,100.0
1768777775.49,60.92,9.61,16.0,6.12,16.0,0.0,0.0,100.0
1768777777.24,62.67,9.58,16.0,6.11,16.0,0.0,0.0,100.0
1768777778.69,64.12,9.51,16.0,6.11,16.0,0.0,0.0,100.0
1768777780.11,65.54,9.53,16.0,6.12,16.0,0.0,0.0,100.0
1768777781.51,66.94,9.52,16.0,6.12,16.0,0.0,0.0,100.0
1768777782.91,68.33,9.54,16.0,6.12,16.0,0.0,0.0,100.0
1768777784.29,69.72,9.54,16.0,6.12,16.0,0.0,0.0,100.0
1768777785.67,71.1,9.55,16.0,6.12,16.0,0.0,0.0,100.0
1768777787.04,72.47,9.56,16.0,6.12,16.0,0.0,0.0,100.0
1768777788.45,73.88,9.58,16.0,6.11,16.0,0.0,0.0,100.0
1768777789.85,75.28,9.5,16.0,6.11,16.0,0.0,0.0,100.0
1768777791.26,76.69,9.54,16.0,6.1,16.0,0.0,0.0,100.0
