timestamp,elapsed_sec,ram_used_gb,ram_total_gb,vram_used_gb,vram_total_gb,disk_read_mb_s,disk_write_mb_s,cpu_pct
1768809936.02,0.1,9.62,16.0,40.29,16.0,0.0,0.0,1.2
1768809937.39,1.47,8.01,16.0,40.31,16.0,0.0,0.0,8.7
1768809938.75,2.84,9.26,16.0,40.31,16.0,0.0,0.0,10.7
1768809940.14,4.22,10.0,16.0,40.2,16.0,0.0,0.0,0.0
1768809941.52,5.61,10.78,16.0,40.09,16.0,0.0,0.0,0.0
1768809942.9,6.98,11.22,16.0,40.09,16.0,0.0,0.0,0.0
1768809944.26,8.35,11.27,16.0,40.09,16.0,0.0,0.0,0.0
1768809945.63,9.72,11.3,16.0,40.09,16.0,0.0,0.0,0.0
1768809947.0,11.09,11.29,16.0,40.09,16.0,0.0,0.0,0.0
1768809948.36,12.45,11.34,16.0,40.09,16.0,0.0,0.0,3.9
1768809949.73,13.81,11.34,16.0,40.09,16.0,0.0,0.0,0.0
1768809951.1,15.18,11.42,16.0,40.07,16.0,0.0,0.0,0.0
1768809952.53,16.61,11.41,16.0,40.08,16.0,0.0,0.0,5.9
1768809953.9,17.99,11.35,16.0,40.08,16.0,0.0,0.0,0.0
1768809955.27,19.35,11.33,16.0,40.08,16.0,0.0,0.0,0.0
1768809956.63,20.72,11.29,16.0,40.07,16.0,0.0,0.0,0.0
1768809958.01,22.1,11.25,16.0,40.08,16.0,0.0,0.0,0.0
1768809959.38,23.46,11.3,16.0,40.08,16.0,0.0,0.0,12.1
1768809960.76,24.84,11.33,16.0,40.08,16.0,0.0,0.0,3.8
1768809962.16,26.24,11.43,16.0,40.13,16.0,0.0,0.0,0.0
1768809963.53,27.61,11.5,16.0,40.1,16.0,0.0,0.0,0.0
1768809964.9,28.98,11.47,16.0,40.09,16.0,0.0,0.0,0.0
1768809966.27,30.35,11.47,16.0,40.09,16.0,0.0,0.0,0.0
1768809967.64,31.72,11.46,16.0,40.08,16.0,0.0,0.0,0.0
1768809969.01,33.1,11.46,16.0,40.07,16.0,0.0,0.0,0.0
1768809970.37,34.46,11.49,16.0,40.07,16.0,0.0,0.0,18.5
1768809971.75,35.84,11.49,16.0,40.07,16.0,0.0,0.0,0.0
1768809973.11,37.2,11.5,16.0,40.07,16.0,0.0,0.0,3.8
1768809974.49,38.58,11.49,16.0,40.07,16.0,0.0,0.0,0.0
1768809975.85,39.94,11.44,16.0,40.07,16.0,0.0,0.0,12.3
1768809977.21,41.3,11.45,16.0,40.07,16.0,0.0,0.0,0.0
1768809978.58,42.67,11.44,16.0,40.07,16.0,0.0,0.0,0.0
1768809979.95,44.04,11.51,16.0,40.07,16.0,0.0,0.0,0.0
1768809981.33,45.41,11.51,16.0,40.07,16.0,0.0,0.0,7.3
1768809982.73,46.82,11.58,16.0,40.07,16.0,0.0,0.0,0.0
1768809984.09,48.18,11.49,16.0,40.07,16.0,0.0,0.0,0.0
1768809985.46,49.55,11.55,16.0,40.07,16.0,0.0,0.0,0.0
1768809986.85,50.94,11.48,16.0,40.07,16.0,0.0,0.0,0.0
1768809988.22,52.31,11.53,16.0,40.05,16.0,0.0,0.0,12.8
1768809989.61,53.7,11.47,16.0,40.06,16.0,0.0,0.0,0.0
1768809990.98,55.07,11.47,16.0,40.06,16.0,0.0,0.0,0.0
1768809992.36,56.45,11.47,16.0,40.06,16.0,0.0,0.0,9.8
1768809993.73,57.82,11.59,16.0,40.06,16.0,0.0,0.0,0.0
1768809995.11,59.2,11.47,16.0,40.06,16.0,0.0,0.0,0.0
1768809996.51,60.59,11.45,16.0,40.06,16.0,0.0,0.0,14.0
1768809997.88,61.97,11.48,16.0,40.06,16.0,0.0,0.0,0.0
1768809999.26,63.35,11.48,16.0,40.06,16.0,0.0,0.0,3.8
1768810000.64,64.72,11.55,16.0,40.06,16.0,0.0,0.0,0.0
