timestamp,elapsed_sec,ram_used_gb,ram_total_gb,vram_used_gb,vram_total_gb,disk_read_mb_s,disk_write_mb_s,cpu_pct
1768824258.08,0.1,7.43,12.0,5.84,16.0,0.0,0.0,15.5
1768824259.53,1.54,9.24,12.0,6.22,16.0,0.0,0.0,100.0
1768824260.97,2.99,9.26,12.0,6.21,16.0,0.0,0.0,100.0
1768824262.33,4.35,9.28,12.0,6.15,16.0,0.0,0.0,100.0
1768824263.69,5.71,9.24,12.0,6.15,16.0,0.0,0.0,100.0
1768824265.18,7.2,9.19,12.0,6.15,16.0,0.0,0.0,100.0
1768824266.55,8.57,9.23,12.0,6.15,16.0,0.0,0.0,100.0
1768824267.92,9.93,9.18,12.0,6.16,16.0,0.0,0.0,100.0
1768824269.29,11.3,9.17,12.0,6.16,16.0,0.0,0.0,100.0
1768824270.65,12.67,9.21,12.0,6.16,16.0,0.0,0.0,100.0
1768824272.03,14.04,9.19,12.0,6.16,16.0,0.0,0.0,100.0
1768824273.39,15.41,9.13,12.0,6.15,16.0,0.0,0.0,100.0
1768824274.78,16.8,9.06,12.0,6.14,16.0,0.0,0.0,100.0
1768824276.17,18.19,9.02,12.0,6.14,16.0,0.0,0.0,99.8
1768824277.7,19.72,9.12,12.0,6.14,16.0,0.0,0.0,99.5
1768824279.08,21.1,9.0,12.0,6.14,16.0,0.0,0.0,100.0
1768824280.46,22.48,9.15,12.0,6.25,16.0,0.0,0.0,100.0
1768824281.84,23.86,9.04,12.0,6.25,16.0,0.0,0.0,100.0
1768824283.24,25.26,9.05,12.0,6.25,16.0,0.0,0.0,100.0
1768824284.65,26.67,9.15,12.0,6.25,16.0,0.0,0.0,100.0
1768824286.04,28.05,9.2,12.0,6.26,16.0,0.0,0.0,100.0
1768824287.43,29.44,9.15,12.0,6.26,16.0,0.0,0.0,100.0
1768824288.84,30.86,9.07,12.0,6.26,16.0,0.0,0.0,100.0
1768824290.23,32.25,9.08,12.0,6.26,16.0,0.0,0.0,100.0
1768824291.61,33.62,9.21,12.0,6.26,16.0,0.0,0.0,100.0
1768824293.11,35.13,9.14,12.0,6.26,16.0,0.0,0.0,100.0
1768824294.49,36.51,9.14,12.0,6.26,16.0,0.0,0.0,99.8
1768824295.91,37.93,9.14,12.0,6.26,16.0,0.0,0.0,100.0
1768824297.32,39.33,9.16,12.0,6.26,16.0,0.0,0.0,100.0
1768824298.73,40.75,9.13,12.0,6.26,16.0,0.0,0.0,100.0
1768824300.16,42.18,9.2,12.0,6.27,16.0,0.0,0.0,100.0
1768824301.58,43.6,9.14,12.0,6.25,16.0,0.0,0.0,100.0
1768824303.15,45.17,9.11,12.0,6.25,16.0,0.0,0.0,100.0
1768824304.54,46.56,9.1,12.0,6.24,16.0,0.0,0.0,100.0
1768824305.95,47.97,9.04,12.0,6.24,16.0,0.0,0.0,100.0
1768824307.45,49.47,9.07,12.0,6.24,16.0,0.0,0.0,100.0
1768824308.85,50.87,9.09,12.0,6.25,16.0,0.0,0.0,100.0
1768824310.31,52.33,9.07,12.0,6.25,16.0,0.0,0.0,100.0
1768824311.71,53.72,9.12,12.0,6.25,16.0,0.0,0.0,100.0
1768824313.14,55.16,9.22,12.0,6.22,16.0,0.0,0.0,100.0
1768824314.76,56.78,9.29,12.0,6.24,16.0,0.0,0.0,100.0
1768824316.17,58.19,9.31,12.0,6.15,16.0,0.0,0.0,100.0
1768824317.57,59.59,9.32,12.0,6.15,16.0,0.0,0.0,100.0
1768824318.99,61.01,9.37,12.0,6.14,16.0,0.0,0.0,100.0
1768824320.54,62.56,9.43,12.0,6.14,16.0,0.0,0.0,100.0
1768824322.11,64.13,9.28,12.0,6.14,16.0,0.0,0.0,100.0
