timestamp,elapsed_sec,ram_used_gb,ram_total_gb,vram_used_gb,vram_total_gb,disk_read_mb_s,disk_write_mb_s,cpu_pct
1768804745.8,0.1,6.59,16.0,5.8,16.0,0.0,0.0,0.0
1768804747.18,1.48,7.0,16.0,5.67,16.0,0.0,0.0,0.0
1768804748.55,2.85,7.66,16.0,5.68,16.0,0.0,0.0,0.0
1768804749.91,4.21,8.32,16.0,6.13,16.0,0.0,0.0,0.0
1768804751.29,5.59,9.03,16.0,6.15,16.0,0.0,0.0,100.0
1768804752.65,6.95,9.13,16.0,6.15,16.0,0.0,0.0,100.0
1768804754.03,8.33,9.15,16.0,6.14,16.0,0.0,0.0,100.0
1768804755.4,9.7,9.15,16.0,6.14,16.0,0.0,0.0,100.0
1768804756.77,11.07,9.15,16.0,6.14,16.0,0.0,0.0,100.0
1768804758.14,12.44,9.13,16.0,6.14,16.0,0.0,0.0,100.0
1768804759.54,13.84,9.2,16.0,6.14,16.0,0.0,0.0,100.0
1768804760.91,15.21,9.27,16.0,6.12,16.0,0.0,0.0,99.3
1768804762.32,16.62,9.34,16.0,6.14,16.0,0.0,0.0,100.0
1768804763.74,18.04,9.27,16.0,6.14,16.0,0.0,0.0,100.0
1768804765.11,19.42,9.24,16.0,6.16,16.0,0.0,0.0,100.0
1768804766.5,20.8,9.3,16.0,6.16,16.0,0.0,0.0,100.0
1768804767.88,22.18,9.32,16.0,6.17,16.0,0.0,0.0,100.0
1768804769.26,23.56,9.24,16.0,6.17,16.0,0.0,0.0,100.0
1768804770.64,24.94,9.3,16.0,6.17,16.0,0.0,0.0,100.0
1768804772.01,26.31,9.25,16.0,6.17,16.0,0.0,0.0,100.0
1768804773.38,27.69,9.3,16.0,6.17,16.0,0.0,0.0,100.0
1768804774.77,29.07,9.34,16.0,6.18,16.0,0.0,0.0,100.0
1768804776.16,30.46,9.27,16.0,6.18,16.0,0.0,0.0,100.0
1768804777.53,31.83,9.32,16.0,6.18,16.0,0.0,0.0,100.0
1768804778.91,33.21,9.34,16.0,6.18,16.0,0.0,0.0,100.0
1768804780.29,34.59,9.3,16.0,6.18,16.0,0.0,0.0,100.0
1768804781.66,35.97,9.26,16.0,6.18,16.0,0.0,0.0,100.0
1768804783.04,37.34,9.29,16.0,6.14,16.0,0.0,0.0,100.0
1768804784.44,38.75,9.34,16.0,6.14,16.0,0.0,0.0,100.0
1768804785.82,40.12,9.38,16.0,6.14,16.0,0.0,0.0,100.0
1768804787.19,41.5,9.35,16.0,6.14,16.0,0.0,0.0,100.0
1768804788.58,42.88,9.38,16.0,6.13,16.0,0.0,0.0,100.0
1768804789.97,44.27,9.35,16.0,6.18,16.0,0.0,0.0,100.0
1768804791.38,45.68,9.38,16.0,6.17,16.0,0.0,0.0,100.0
1768804792.8,47.11,9.33,16.0,6.16,16.0,0.0,0.0,100.0
1768804794.18,48.49,9.32,16.0,6.16,16.0,0.0,0.0,100.0
1768804795.56,49.86,9.34,16.0,6.16,16.0,0.0,0.0,100.0
1768804796.95,51.25,9.44,16.0,6.17,16.0,0.0,0.0,100.0
1768804798.33,52.63,9.37,16.0,6.17,16.0,0.0,0.0,100.0
1768804799.72,54.02,9.4,16.0,6.17,16.0,0.0,0.0,100.0
1768804801.1,55.4,9.31,16.0,6.17,16.0,0.0,0.0,100.0
1768804802.52,56.82,9.37,16.0,6.17,16.0,0.0,0.0,99.8
1768804803.91,58.22,9.35,16.0,6.17,16.0,0.0,0.0,100.0
1768804805.3,59.6,9.38,16.0,6.18,16.0,0.0,0.0,100.0
1768804806.74,61.05,9.33,16.0,6.18,16.0,0.0,0.0,100.0
1768804808.13,62.43,9.33,16.0,6.18,16.0,0.0,0.0,100.0
1768804809.51,63.81,9.39,16.0,6.18,16.0,0.0,0.0,100.0
1768804811.04,65.34,9.33,16.0,6.18,16.0,0.0,0.0,100.0
1768804812.42,66.73,9.38,16.0,6.18,16.0,0.0,0.0,100.0
1768804813.85,68.15,9.37,16.0,6.18,16.0,0.0,0.0,100.0
1768804815.26,69.56,9.4,16.0,6.18,16.0,0.0,0.0,100.0
1768804816.64,70.95,9.33,16.0,6.18,16.0,0.0,0.0,100.0
1768804818.03,72.33,9.34,16.0,6.18,16.0,0.0,0.0,100.0
1768804819.47,73.77,9.3,16.0,6.19,16.0,0.0,0.0,25.6
1768804820.87,75.17,9.35,16.0,6.19,16.0,0.0,0.0,100.0
1768804822.26,76.56,9.4,16.0,6.18,16.0,0.0,0.0,100.0
1768804823.65,77.95,9.35,16.0,6.18,16.0,0.0,0.0,100.0
1768804825.06,79.36,9.33,16.0,6.18,16.0,0.0,0.0,100.0
1768804826.45,80.75,9.39,16.0,6.18,16.0,0.0,0.0,100.0
1768804827.88,82.18,9.31,16.0,6.18,16.0,0.0,0.0,100.0
1768804829.28,83.58,9.37,16.0,6.18,16.0,0.0,0.0,100.0
1768804830.68,84.98,9.31,16.0,6.18,16.0,0.0,0.0,100.0
1768804832.07,86.37,9.36,16.0,6.18,16.0,0.0,0.0,100.0
1768804833.51,87.81,9.37,16.0,6.19,16.0,0.0,0.0,100.0
1768804834.9,89.2,9.38,16.0,6.19,16.0,0.0,0.0,100.0
1768804836.3,90.6,9.44,16.0,6.19,16.0,0.0,0.0,100.0
1768804837.74,92.04,9.33,16.0,6.19,16.0,0.0,0.0,100.0
1768804839.15,93.45,9.34,16.0,6.19,16.0,0.0,0.0,100.0
1768804840.55,94.85,9.29,16.0,6.19,16.0,0.0,0.0,100.0
1768804841.94,96.24,9.37,16.0,6.19,16.0,0.0,0.0,100.0
1768804843.36,97.67,9.38,16.0,6.19,16.0,0.0,0.0,100.0
1768804844.76,99.06,9.34,16.0,6.18,16.0,0.0,0.0,100.0
1768804846.16,100.46,9.37,16.0,6.13,16.0,0.0,0.0,100.0
1768804847.62,101.92,9.33,16.0,6.13,16.0,0.0,0.0,100.0
1768804849.07,103.37,9.33,16.0,6.18,16.0,0.0,0.0,100.0
1768804850.47,104.78,9.27,16.0,6.18,16.0,0.0,0.0,100.0
1768804851.91,106.21,9.35,16.0,6.17,16.0,0.0,0.0,100.0
1768804853.33,107.63,9.25,16.0,6.17,16.0,0.0,0.0,100.0
1768804854.79,109.09,9.21,16.0,6.14,16.0,0.0,0.0,100.0
1768804856.41,110.71,9.26,16.0,6.14,16.0,0.0,0.0,100.0
1768804857.82,112.12,9.27,16.0,6.14,16.0,0.0,0.0,100.0
1768804859.24,113.55,9.21,16.0,6.14,16.0,0.0,0.0,100.0
1768804860.64,114.94,9.19,16.0,6.14,16.0,0.0,0.0,100.0
1768804862.03,116.34,9.21,16.0,6.15,16.0,0.0,0.0,100.0
1768804863.48,117.78,9.25,16.0,6.15,16.0,0.0,0.0,100.0
1768804864.9,119.2,9.23,16.0,6.18,16.0,0.0,0.0,100.0
1768804866.3,120.6,9.2,16.0,6.18,16.0,0.0,0.0,100.0
1768804867.68,121.99,9.27,16.0,6.18,16.0,0.0,0.0,100.0
1768804869.09,123.4,9.2,16.0,6.18,16.0,0.0,0.0,100.0
1768804870.49,124.79,9.28,16.0,6.19,16.0,0.0,0.0,100.0
1768804871.89,126.19,9.27,16.0,6.18,16.0,0.0,0.0,100.0
1768804873.31,127.61,9.31,16.0,6.18,16.0,0.0,0.0,100.0
1768804874.81,129.11,9.24,16.0,6.18,16.0,0.0,0.0,100.0
1768804876.21,130.51,9.3,16.0,6.18,16.0,0.0,0.0,100.0
1768804877.63,131.93,9.28,16.0,6.18,16.0,0.0,0.0,100.0
1768804879.03,133.33,9.26,16.0,6.19,16.0,0.0,0.0,100.0
1768804880.46,134.76,9.28,16.0,6.19,16.0,0.0,0.0,100.0
1768804881.86,136.16,9.35,16.0,6.18,16.0,0.0,0.0,100.0
1768804883.26,137.56,9.3,16.0,6.18,16.0,0.0,0.0,100.0
1768804884.65,138.96,9.34,16.0,6.18,16.0,0.0,0.0,100.0
1768804886.05,140.35,9.3,16.0,6.18,16.0,0.0,0.0,100.0
1768804887.47,141.77,9.34,16.0,6.17,16.0,0.0,0.0,100.0
1768804888.87,143.17,9.29,16.0,6.17,16.0,0.0,0.0,100.0
1768804890.27,144.57,9.31,16.0,6.17,16.0,0.0,0.0,100.0
1768804891.66,145.97,9.34,16.0,6.18,16.0,0.0,0.0,100.0
1768804893.07,147.37,9.34,16.0,6.16,16.0,0.0,0.0,100.0
1768804894.49,148.79,9.31,16.0,6.18,16.0,0.0,0.0,100.0
1768804895.97,150.27,9.32,16.0,6.18,16.0,0.0,0.0,100.0
1768804897.35,151.66,9.32,16.0,6.16,16.0,0.0,0.0,100.0
1768804898.89,153.19,9.24,16.0,6.17,16.0,0.0,0.0,100.0
1768804900.3,154.6,9.26,16.0,6.17,16.0,0.0,0.0,100.0
1768804901.72,156.02,9.26,16.0,6.16,16.0,0.0,0.0,100.0
1768804903.13,157.43,9.26,16.0,6.13,16.0,0.0,0.0,100.0
1768804904.56,158.86,9.19,16.0,6.13,16.0,0.0,0.0,100.0
1768804905.96,160.26,9.19,16.0,6.13,16.0,0.0,0.0,100.0
1768804907.44,161.74,9.25,16.0,6.14,16.0,0.0,0.0,100.0
1768804908.86,163.16,9.39,16.0,6.14,16.0,0.0,0.0,100.0
1768804910.27,164.57,9.34,16.0,6.18,16.0,0.0,0.0,100.0
1768804911.7,166.01,9.49,16.0,6.17,16.0,0.0,0.0,100.0
1768804913.1,167.4,9.44,16.0,6.17,16.0,0.0,0.0,100.0
1768804914.49,168.79,9.44,16.0,6.17,16.0,0.0,0.0,100.0
1768804915.89,170.19,9.39,16.0,6.17,16.0,0.0,0.0,100.0
1768804917.33,171.63,9.34,16.0,6.17,16.0,0.0,0.0,100.0
1768804918.73,173.04,9.35,16.0,6.17,16.0,0.0,0.0,100.0
1768804920.13,174.43,9.44,16.0,6.17,16.0,0.0,0.0,100.0
1768804921.56,175.86,9.38,16.0,6.17,16.0,0.0,0.0,100.0
1768804922.99,177.29,9.38,16.0,6.17,16.0,0.0,0.0,100.0
1768804924.41,178.71,9.38,16.0,6.18,16.0,0.0,0.0,100.0
1768804925.83,180.14,9.47,16.0,6.18,16.0,0.0,0.0,100.0
1768804927.24,181.54,9.42,16.0,6.18,16.0,0.0,0.0,100.0
1768804928.64,182.94,9.43,16.0,6.18,16.0,0.0,0.0,100.0
1768804930.03,184.33,9.42,16.0,6.18,16.0,0.0,0.0,100.0
1768804931.43,185.74,9.43,16.0,6.18,16.0,0.0,0.0,100.0
1768804932.95,187.25,9.47,16.0,6.18,16.0,0.0,0.0,100.0
1768804934.35,188.65,9.49,16.0,6.18,16.0,0.0,0.0,100.0
1768804935.75,190.05,9.42,16.0,6.18,16.0,0.0,0.0,100.0
1768804937.2,191.5,9.39,16.0,6.18,16.0,0.0,0.0,100.0
